00:00-01:00	7969	6872	5913	6377	5863	6369	6351	10772	7197	6669	7575	6244	6485	6389	
01:00-02:00	17549	9854	14733	12971	12138	14322	14789	11735	10838	15963	11053	13845	14318	14512	
02:00-03:00	6458	8027	4714	5733	5883	4590	3944	6693	7408	5643	7574	4561	4135	2826	
03:00-04:00	471	562	1665	899	525	960	1007	1071	444	2982	1526	604	581	466	
04:00-05:00	1959	1867	2692	2200	674	1023	2259	2410	1750	1898	2814	447	614	1733	
05:00-06:00	8945	7034	8642	6688	8244	8316	5976	2220	8098	7739	8511	6485	8870	8029	
06:00-07:00	2364	8253	2487	6617	4314	3883	8911	6027	2441	6521	2368	5460	6421	4996	
07:00-08:00	2855	4199	2915	3936	2819	4054	4096	7689	2962	4509	2963	2653	3089	2809	
08:00-09:00	5128	5044	5617	6158	4417	4396	5413	5562	5299	5912	5202	4279	4286	5190	
09:00-10:00	11153	10629	11174	11341	7519	6543	10769	11525	11532	11592	11045	7750	7065	11520	
10:00-11:00	13085	12874	12705	12837	8252	7410	13004	13805	13827	13747	13056	8386	7992	14391	
11:00-12:00	12535	12358	12399	12449	7778	7251	13333	13491	13645	13007	13030	8211	7647	13547	
12:00-13:00	12580	13245	13137	12779	10660	10306	13688	13467	14010	13843	12789	10985	10992	14085	
13:00-14:00	17977	17554	18989	18240	17227	15732	18155	18415	19781	19361	18599	17141	17019	20473	
14:00-15:00	19229	19122	18056	17377	10227	9685	19360	5680	17127	16059	17488	10753	9102	17218	
15:00-16:00	13225	13843	12803	12635	7545	7108	13654	17393	13709	12922	12804	8126	7589	14749	
16:00-17:00	12932	13143	12683	12716	7905	6713	13619	15197	13579	12473	12195	8040	7856	14238	
17:00-18:00	10642	11347	9473	10176	7163	6889	10845	12183	10529	10420	10363	7551	7316	11665	
18:00-19:00	6955	7124	6206	6685	5254	5340	7374	7068	7364	8209	6580	5867	5917	7564	
19:00-20:00	6772	6808	6450	6586	4988	5733	7084	7142	7698	7227	6148	5451	5758	7461	
20:00-21:00	7011	7185	7067	6405	5778	6202	7342	7406	7665	7600	6676	6343	6578	8457	
21:00-22:00	7261	7353	7237	6714	6463	6706	8264	7433	8068	8094	6792	6953	6955	8787	
22:00-23:00	6862	6634	7043	6386	6170	6173	7392	7219	7305	7623	6648	6581	6587	8311	
23:00-00:00	4747	7496	4689	4907	4895	4509	4929	5152	5306	5709	5150	5229	4882	5419	
