00:00-01:00	209	141	200	109	135	124	109	224	144	135	85	151	102	115	
01:00-02:00	118	130	141	114	121	132	111	126	176	163	98	150	143	124	
02:00-03:00	132	161	145	111	111	102	120	116	137	110	94	114	133	95	
03:00-04:00	93	115	200	223	270	82	163	232	146	265	96	116	183	175	
04:00-05:00	79	96	189	194	289	184	203	218	245	290	166	120	201	214	
05:00-06:00	228	135	200	162	228	204	208	172	239	205	179	99	173	184	
06:00-07:00	255	167	221	178	192	223	184	190	227	239	179	129	155	178	
07:00-08:00	212	194	179	191	218	192	163	252	189	242	193	155	199	159	
08:00-09:00	232	204	184	183	208	215	176	199	219	249	206	149	185	178	
09:00-10:00	205	228	206	195	225	222	162	205	198	207	212	153	217	176	
10:00-11:00	205	177	247	198	261	208	237	253	294	269	235	301	192	212	
11:00-12:00	239	249	222	214	224	198	243	192	313	226	203	301	196	204	
12:00-13:00	252	235	232	207	229	176	245	240	318	257	229	252	232	238	
13:00-14:00	258	259	241	243	235	195	228	251	300	243	267	226	220	234	
14:00-15:00	206	222	223	263	239	194	249	135	243	255	209	223	246	247	
15:00-16:00	242	266	251	235	241	262	273	137	334	210	231	239	227	260	
16:00-17:00	253	314	256	265	246	218	289	374	294	259	226	212	230	233	
17:00-18:00	216	267	228	282	215	201	241	306	274	303	266	225	237	283	
18:00-19:00	235	292	233	256	216	209	294	270	239	229	216	159	204	226	
19:00-20:00	222	255	240	237	183	160	319	325	299	226	231	170	174	233	
20:00-21:00	252	295	228	243	233	217	348	278	299	233	135	188	185	276	
21:00-22:00	216	266	237	268	256	267	326	284	347	195	194	211	218	253	
22:00-23:00	261	244	267	257	254	248	294	292	300	221	195	225	233	254	
23:00-00:00	240	425	155	206	166	222	180	174	326	126	183	223	162	191	
